Config,Config,Best,Worst,Average,StdDev,Time(s),Evaluations
pop:100 gen:50 Px:0.70 Pm:0.01 Tour:3 TOURNAMENT/OX/SWAP EC:1,1703.51,1985.17,1809.66,74.31,0.192,50000
pop:100 gen:50 Px:0.70 Pm:0.01 Tour:3 TOURNAMENT/OX/SWAP EC:3,1719.16,2065.82,1881.35,94.71,0.192,50000
pop:100 gen:50 Px:0.70 Pm:0.01 Tour:3 TOURNAMENT/OX/SWAP EC:5,1774.23,2121.60,1929.74,97.30,0.182,50000
pop:100 gen:200 Px:0.80 Pm:0.03 Tour:5 TOURNAMENT/OX/SWAP EC:1,1420.30,1755.65,1593.35,96.19,0.817,200000
pop:100 gen:200 Px:0.80 Pm:0.03 Tour:5 TOURNAMENT/OX/SWAP EC:3,1565.49,1879.94,1647.78,93.52,0.855,200000
pop:100 gen:200 Px:0.80 Pm:0.03 Tour:5 TOURNAMENT/OX/SWAP EC:5,1527.32,1649.48,1582.60,37.40,0.744,200000
pop:100 gen:400 Px:0.90 Pm:0.05 Tour:7 TOURNAMENT/OX/SWAP EC:1,1347.07,1590.85,1455.62,69.17,1.495,400000
pop:100 gen:400 Px:0.90 Pm:0.05 Tour:7 TOURNAMENT/OX/SWAP EC:3,1327.18,1488.21,1411.78,59.07,1.589,400000
pop:100 gen:400 Px:0.90 Pm:0.05 Tour:7 TOURNAMENT/OX/SWAP EC:5,1346.01,1541.24,1442.50,62.57,1.396,400000
pop:100 gen:1000 Px:1.00 Pm:0.10 Tour:9 TOURNAMENT/OX/SWAP EC:1,1258.85,1448.03,1368.71,55.03,4.173,1000000
pop:100 gen:1000 Px:1.00 Pm:0.10 Tour:9 TOURNAMENT/OX/SWAP EC:3,1274.38,1396.70,1345.47,37.41,4.068,1000000
pop:100 gen:1000 Px:1.00 Pm:0.10 Tour:9 TOURNAMENT/OX/SWAP EC:5,1262.25,1423.18,1325.02,48.71,3.917,1000000
pop:400 gen:50 Px:0.80 Pm:0.05 Tour:9 TOURNAMENT/OX/SWAP EC:1,1355.82,1669.78,1516.40,88.64,0.953,200000
pop:400 gen:50 Px:0.80 Pm:0.05 Tour:9 TOURNAMENT/OX/SWAP EC:3,1442.68,1687.36,1568.27,71.33,0.907,200000
pop:400 gen:50 Px:0.80 Pm:0.05 Tour:9 TOURNAMENT/OX/SWAP EC:5,1493.46,1628.61,1557.99,34.17,0.809,200000
pop:400 gen:200 Px:0.90 Pm:0.10 Tour:3 TOURNAMENT/OX/SWAP EC:1,1423.40,1625.05,1530.46,59.88,4.181,800000
pop:400 gen:200 Px:0.90 Pm:0.10 Tour:3 TOURNAMENT/OX/SWAP EC:3,1217.97,1418.54,1326.86,61.09,3.731,800000
pop:400 gen:200 Px:0.90 Pm:0.10 Tour:3 TOURNAMENT/OX/SWAP EC:5,1227.93,1440.26,1323.33,58.82,3.398,800000
pop:400 gen:400 Px:1.00 Pm:0.01 Tour:5 TOURNAMENT/OX/SWAP EC:1,1187.20,1338.13,1257.51,41.75,6.494,1600000
pop:400 gen:400 Px:1.00 Pm:0.01 Tour:5 TOURNAMENT/OX/SWAP EC:3,1269.71,1406.69,1340.31,49.47,6.009,1600000
pop:400 gen:400 Px:1.00 Pm:0.01 Tour:5 TOURNAMENT/OX/SWAP EC:5,1263.11,1438.71,1350.23,52.63,6.049,1600000
pop:400 gen:1000 Px:0.70 Pm:0.03 Tour:7 TOURNAMENT/OX/SWAP EC:1,1229.08,1408.63,1299.00,53.22,14.500,4000000
pop:400 gen:1000 Px:0.70 Pm:0.03 Tour:7 TOURNAMENT/OX/SWAP EC:3,1170.68,1422.48,1316.09,72.57,13.961,4000000
pop:400 gen:1000 Px:0.70 Pm:0.03 Tour:7 TOURNAMENT/OX/SWAP EC:5,1256.41,1384.55,1332.52,45.17,13.705,4000000
pop:800 gen:50 Px:0.90 Pm:0.10 Tour:5 TOURNAMENT/OX/SWAP EC:1,1430.07,1518.01,1469.56,28.19,2.012,400000
pop:800 gen:50 Px:0.90 Pm:0.10 Tour:5 TOURNAMENT/OX/SWAP EC:3,1311.26,1574.75,1435.28,73.88,1.825,400000
pop:800 gen:50 Px:0.90 Pm:0.10 Tour:5 TOURNAMENT/OX/SWAP EC:5,1400.54,1518.66,1458.67,36.64,1.843,400000
pop:800 gen:200 Px:1.00 Pm:0.01 Tour:7 TOURNAMENT/OX/SWAP EC:1,1217.47,1390.49,1273.75,49.00,6.764,1600000
pop:800 gen:200 Px:1.00 Pm:0.01 Tour:7 TOURNAMENT/OX/SWAP EC:3,1189.73,1393.45,1289.07,60.93,6.399,1600000
pop:800 gen:200 Px:1.00 Pm:0.01 Tour:7 TOURNAMENT/OX/SWAP EC:5,1224.07,1405.21,1309.05,73.41,6.427,1600000
pop:800 gen:400 Px:0.70 Pm:0.03 Tour:9 TOURNAMENT/OX/SWAP EC:1,1234.06,1433.71,1334.13,56.83,12.357,3200000
pop:800 gen:400 Px:0.70 Pm:0.03 Tour:9 TOURNAMENT/OX/SWAP EC:3,1193.23,1369.26,1274.67,48.60,11.611,3200000
pop:800 gen:400 Px:0.70 Pm:0.03 Tour:9 TOURNAMENT/OX/SWAP EC:5,1297.98,1396.65,1339.65,31.30,11.591,3200000
pop:800 gen:1000 Px:0.80 Pm:0.05 Tour:3 TOURNAMENT/OX/SWAP EC:1,1135.69,1260.16,1218.23,40.17,29.382,8000000
pop:800 gen:1000 Px:0.80 Pm:0.05 Tour:3 TOURNAMENT/OX/SWAP EC:3,1195.27,1356.63,1253.39,48.68,28.672,8000000
pop:800 gen:1000 Px:0.80 Pm:0.05 Tour:3 TOURNAMENT/OX/SWAP EC:5,1209.92,1311.26,1254.88,33.15,28.657,8000000
pop:1000 gen:50 Px:1.00 Pm:0.05 Tour:7 TOURNAMENT/OX/SWAP EC:1,1322.14,1458.12,1405.28,44.30,2.708,500000
pop:1000 gen:50 Px:1.00 Pm:0.05 Tour:7 TOURNAMENT/OX/SWAP EC:3,1219.54,1470.49,1387.89,69.12,2.512,500000
pop:1000 gen:50 Px:1.00 Pm:0.05 Tour:7 TOURNAMENT/OX/SWAP EC:5,1300.30,1409.59,1369.55,32.71,3.991,500000
pop:1000 gen:200 Px:0.70 Pm:0.10 Tour:9 TOURNAMENT/OX/SWAP EC:1,1214.37,1413.94,1299.90,60.08,8.596,2000000
pop:1000 gen:200 Px:0.70 Pm:0.10 Tour:9 TOURNAMENT/OX/SWAP EC:3,1251.83,1421.17,1312.36,60.75,7.902,2000000
