Generation,Best,Average,Worst
0,2989.45,3565.88,3980.90
1,2989.45,3484.29,3883.89
2,2977.23,3421.84,3894.26
3,2925.82,3374.47,3816.98
4,2828.41,3350.87,3943.23
5,2811.65,3300.18,3840.30
6,2781.47,3263.07,3730.52
7,2781.47,3226.86,3809.08
8,2781.47,3187.17,3765.17
9,2781.47,3149.88,3767.00
10,2754.55,3141.47,3674.76
11,2677.39,3141.48,3633.59
12,2660.55,3127.60,3645.07
13,2611.62,3104.19,3761.07
14,2578.02,3084.01,3534.99
15,2578.02,3076.81,3628.56
16,2550.54,3043.83,3568.42
17,2550.54,3017.94,3493.14
18,2550.54,3003.03,3455.65
19,2492.19,2987.00,3547.44
20,2492.19,2983.84,3514.79
21,2490.34,2942.12,3411.99
22,2490.34,2898.80,3459.98
23,2333.88,2881.96,3356.29
24,2333.88,2892.99,3388.14
25,2333.88,2881.56,3445.40
26,2333.88,2846.64,3370.70
27,2333.88,2831.45,3305.82
28,2313.33,2829.58,3338.87
29,2313.33,2796.58,3305.85
30,2235.06,2778.86,3311.70
31,2235.06,2753.55,3387.24
32,2235.06,2726.96,3257.19
33,2235.06,2719.67,3241.87
34,2235.06,2731.98,3251.87
35,2186.22,2738.97,3263.91
36,2186.22,2761.98,3315.95
37,2186.22,2732.18,3310.06
38,2186.22,2707.78,3196.10
39,2186.22,2716.36,3194.47
40,2186.22,2712.58,3212.70
41,2186.22,2698.94,3371.86
42,2186.22,2690.62,3195.63
43,2186.22,2690.27,3206.11
44,2145.53,2701.38,3288.87
45,2145.53,2680.45,3296.23
46,2145.53,2655.89,3130.56
47,2110.20,2645.15,3247.66
48,2110.20,2629.90,3217.29
49,2044.27,2616.37,3095.46
50,2044.27,2629.56,3314.74
51,2044.27,2620.18,3169.88
52,1982.76,2606.35,3118.98
53,1982.76,2585.63,3031.74
54,1982.76,2570.10,3037.30
55,1982.76,2593.74,3147.96
56,1982.76,2589.68,3103.62
57,1982.76,2612.76,3085.44
58,1982.76,2578.73,3116.86
59,1982.76,2574.70,3128.54
60,1982.76,2561.87,3109.01
61,1936.13,2532.62,3076.49
62,1936.13,2533.51,2986.03
63,1936.13,2509.69,2921.10
64,1936.13,2486.13,3000.96
65,1936.13,2467.63,2995.76
66,1936.13,2463.41,3053.61
67,1936.13,2473.92,2896.28
68,1936.13,2471.50,2885.88
69,1936.13,2471.99,2929.77
70,1936.13,2478.59,3108.38
71,1936.13,2490.25,2941.43
72,1936.13,2485.02,2970.52
73,1936.13,2486.96,2927.18
74,1936.13,2483.21,2939.88
75,1936.13,2491.18,3015.95
76,1936.13,2480.48,3068.51
77,1936.13,2487.34,2911.53
78,1936.13,2500.73,3103.80
79,1936.13,2502.08,2942.09
80,1936.13,2481.41,2926.57
81,1904.64,2491.61,3051.26
82,1904.64,2521.55,2983.36
83,1904.64,2531.64,3010.63
84,1904.64,2537.36,2958.18
85,1904.64,2529.60,3009.14
86,1904.64,2525.34,3075.14
87,1904.64,2535.87,2976.52
88,1904.64,2568.01,3078.23
89,1904.64,2564.92,3071.70
90,1904.64,2552.48,3089.36
91,1904.64,2577.62,3046.42
92,1904.64,2557.99,3046.00
93,1904.64,2545.31,3041.71
94,1904.64,2523.01,2984.51
95,1904.64,2543.12,3100.27
96,1904.64,2557.71,3045.94
97,1904.64,2549.56,3075.65
98,1904.64,2530.64,3013.40
99,1904.64,2551.58,3043.18
100,1904.64,2541.27,2992.99
101,1904.64,2553.21,3031.68
102,1904.64,2558.98,3134.11
103,1904.64,2567.85,3079.38
104,1904.64,2593.95,3152.08
105,1904.64,2600.47,3216.42
106,1904.64,2598.08,3100.57
107,1904.64,2600.22,3069.29
108,1904.64,2602.96,3098.16
109,1904.64,2597.66,3073.35
110,1904.64,2577.57,3091.38
111,1904.64,2569.06,3096.82
112,1904.64,2561.56,3102.02
113,1904.64,2546.64,2983.90
114,1904.64,2537.73,3261.47
115,1904.64,2530.65,2998.48
116,1904.64,2550.95,3057.17
117,1904.64,2556.94,3174.36
118,1904.64,2556.76,3079.04
119,1904.64,2560.90,3178.15
120,1904.64,2559.47,2981.95
121,1904.64,2583.82,3115.11
122,1904.64,2583.49,3206.83
123,1904.64,2585.65,3072.98
124,1904.64,2585.04,3103.56
125,1904.64,2595.39,3187.92
126,1904.64,2564.10,3034.09
127,1904.64,2541.91,3128.08
128,1904.64,2538.59,3017.46
129,1904.64,2527.56,3020.33
130,1904.64,2540.66,3019.42
131,1904.64,2540.38,2984.14
132,1904.64,2539.30,3061.52
133,1904.64,2576.18,3263.90
134,1904.64,2555.47,3166.16
135,1904.64,2565.07,3059.92
136,1904.64,2556.82,3010.93
137,1904.64,2568.00,3007.92
