Generation,Best,Average,Worst
0,3049.76,3492.59,4093.48
1,2946.60,3363.29,3880.19
2,2843.77,3237.43,3922.47
3,2763.17,3138.66,3866.72
4,2570.01,3089.24,3724.65
5,2570.01,3024.49,3526.95
6,2570.01,2971.06,3674.29
7,2570.01,2914.08,3597.10
8,2465.21,2826.55,3499.06
9,2465.21,2649.10,3362.14
10,2399.51,2568.13,3249.54
11,2320.22,2503.04,3200.12
12,2296.36,2450.99,3076.17
13,2296.36,2370.36,2910.02
14,2289.60,2328.48,2989.40
15,2289.60,2310.59,2810.49
16,2289.60,2300.63,2680.06
17,2288.04,2301.43,2948.85
18,2279.38,2295.88,3112.18
19,2279.38,2299.13,2825.32
20,2277.20,2305.22,3096.31
21,2277.20,2302.03,2809.66
22,2233.58,2287.46,2807.16
23,2233.58,2300.80,3014.15
24,2233.58,2292.69,2935.75
25,2233.58,2283.89,2707.29
26,2212.40,2240.08,2817.71
27,2212.40,2242.45,2925.74
28,2208.58,2248.19,3055.31
29,2208.58,2235.30,2700.11
30,2187.37,2218.32,2754.73
31,2183.54,2220.41,3065.97
32,2179.09,2219.36,2887.47
33,2179.09,2209.32,2924.02
34,2164.39,2194.09,2637.35
35,2164.39,2210.28,2786.47
36,2164.39,2205.09,2925.40
37,2145.94,2242.25,2775.43
38,2145.94,2190.69,2924.01
39,2145.94,2202.10,2938.44
40,2143.20,2226.43,3047.57
41,2143.20,2157.04,2896.54
42,2135.53,2157.24,2676.94
43,2103.66,2152.31,2920.42
44,2103.66,2160.56,2746.13
45,2103.66,2198.16,2790.89
46,2087.74,2221.75,2872.73
47,2085.00,2133.73,2831.57
48,2070.91,2128.67,2740.62
49,2070.91,2144.92,2726.59
50,2041.45,2136.51,2730.77
51,2041.45,2162.98,2808.66
52,2021.97,2142.63,2844.10
53,2009.31,2142.23,2831.37
54,2009.31,2090.78,2772.68
55,1995.66,2097.04,2808.04
56,1995.66,2039.99,2686.06
57,1988.39,2029.10,2575.40
58,1976.28,2023.89,2766.14
59,1974.74,2019.26,2722.33
60,1969.85,2042.49,2834.00
61,1957.31,2057.65,2792.64
62,1957.31,2012.72,2802.05
63,1954.02,2027.08,2780.34
64,1951.17,2042.23,2928.83
65,1950.44,1994.42,2822.94
66,1939.29,1989.95,2884.99
67,1935.71,1998.10,2748.18
68,1935.71,1984.04,2833.34
69,1935.71,2020.37,2718.04
70,1935.71,1955.80,2748.67
71,1934.47,1943.78,2578.31
72,1934.47,1941.07,2495.39
73,1934.47,1941.33,2745.64
74,1927.91,1944.87,2711.89
75,1927.91,1945.18,2765.76
76,1927.91,1944.49,2621.14
77,1927.91,1956.26,2682.23
78,1922.22,1932.13,2500.58
79,1922.22,1935.65,2523.02
80,1921.99,1946.85,2602.66
81,1915.71,1959.49,2629.72
82,1915.71,1956.61,2778.64
83,1915.71,2005.00,2721.06
84,1900.24,2048.47,2793.27
85,1900.24,2030.76,2799.19
86,1898.48,1963.64,2833.65
87,1898.48,2047.33,2844.98
88,1896.07,2061.52,3003.75
89,1896.07,2049.00,3003.75
90,1896.07,2028.43,3003.75
91,1896.07,2038.08,3099.12
92,1896.07,1955.09,2825.61
93,1896.07,1904.33,2650.67
94,1896.07,1904.27,2637.53
95,1882.24,1902.28,2466.41
96,1882.24,1902.83,2455.30
97,1882.24,1908.53,2653.07
98,1882.24,1924.42,2663.76
99,1881.50,1893.29,2726.66
100,1865.38,1892.17,2674.94
101,1865.38,1892.88,2666.72
102,1864.65,1909.63,2744.92
103,1864.65,1957.62,2685.48
104,1864.65,1877.58,2655.15
105,1864.65,1872.11,2728.07
106,1864.65,1869.60,2523.30
107,1864.65,1871.46,2664.21
108,1864.65,1870.30,2364.17
109,1864.65,1869.05,2370.46
110,1864.65,1872.59,2569.65
111,1864.65,1873.85,2445.66
112,1864.65,1875.31,2488.65
113,1863.37,1873.51,2696.41
114,1863.37,1874.47,2569.65
115,1863.37,1876.10,2541.25
116,1862.41,1880.43,2522.00
117,1862.41,1874.23,2509.59
118,1862.41,1875.34,2664.65
119,1861.42,1898.66,2665.84
120,1861.42,1887.35,2630.99
121,1861.29,1898.37,2640.35
122,1861.29,1879.88,2642.12
123,1861.29,1875.99,2594.60
124,1861.29,1872.72,2619.48
125,1861.29,1866.20,2415.58
126,1861.29,1866.36,2572.98
127,1861.29,1865.96,2429.74
128,1861.29,1867.84,2533.12
129,1861.29,1865.05,2484.78
130,1861.24,1869.25,2661.05
131,1861.24,1868.64,2693.25
132,1855.08,1876.57,2589.09
133,1855.08,1916.64,2712.43
134,1855.08,1902.86,2712.43
135,1855.08,1916.20,2727.84
136,1855.08,1863.00,2597.72
137,1855.08,1860.64,2433.67
138,1855.08,1863.88,2457.42
139,1847.15,1862.27,2527.67
140,1847.15,1866.95,2725.79
141,1847.15,1865.35,2427.74
142,1847.15,1879.39,2599.43
143,1847.15,1879.18,2450.53
144,1843.14,1854.36,2435.51
145,1843.14,1852.02,2329.31
146,1843.14,1861.02,2594.33
147,1843.14,1871.45,2607.36
148,1843.14,1847.36,2430.53
149,1819.11,1852.57,2559.21
150,1819.11,1847.59,2459.90
151,1819.11,1852.51,2750.28
152,1819.11,1844.02,2640.19
153,1819.11,1823.53,2263.34
154,1819.11,1825.11,2415.38
155,1819.11,1823.81,2245.83
156,1819.11,1826.21,2515.40
157,1819.11,1825.08,2505.67
158,1819.11,1825.55,2512.03
159,1819.11,1827.67,2488.66
160,1819.11,1827.20,2459.38
161,1819.11,1831.69,2532.39
162,1819.11,1826.16,2606.73
163,1819.11,1826.65,2473.61
164,1819.11,1825.22,2377.01
165,1819.11,1824.60,2408.31
166,1819.11,1824.69,2433.92
167,1819.11,1824.35,2498.65
168,1819.11,1825.10,2402.39
169,1819.11,1824.02,2385.47
170,1819.11,1824.60,2458.97
171,1819.11,1824.13,2342.55
172,1819.11,1823.96,2329.46
173,1819.11,1823.39,2190.22
174,1819.11,1822.78,2163.66
175,1819.11,1824.28,2413.30
176,1819.11,1826.64,2574.10
177,1819.11,1823.46,2482.99
178,1819.11,1824.33,2308.30
179,1819.11,1824.65,2515.40
180,1819.11,1825.81,2405.93
181,1819.11,1826.79,2320.31
182,1819.11,1826.15,2389.60
183,1819.11,1824.50,2535.94
184,1819.11,1827.21,2439.70
185,1819.11,1823.89,2342.27
186,1819.11,1826.47,2498.65
187,1819.11,1824.01,2616.05
188,1819.11,1825.71,2473.61
189,1819.11,1825.40,2380.55
190,1819.11,1826.41,2664.23
191,1819.11,1827.80,2733.48
192,1819.11,1827.30,2374.23
193,1819.11,1822.48,2132.45
194,1819.11,1825.10,2274.71
195,1811.82,1822.96,2310.33
196,1811.82,1825.50,2435.82
197,1811.82,1828.19,2757.09
198,1811.82,1831.55,2681.95
199,1811.82,1820.86,2448.13
200,1811.82,1818.26,2468.59
201,1811.82,1819.61,2513.32
202,1811.82,1818.28,2536.35
203,1811.82,1817.82,2437.69
204,1808.52,1817.60,2294.38
205,1808.52,1821.39,2624.49
206,1808.52,1829.37,2686.25
207,1808.52,1837.78,2728.47
208,1808.52,1815.41,2492.11
209,1808.52,1819.38,2778.42
210,1808.52,1813.90,2628.05
211,1808.52,1817.59,2594.96
212,1808.52,1814.61,2568.58
213,1808.52,1815.00,2512.54
214,1808.52,1813.86,2662.93
215,1808.52,1815.63,2508.91
216,1805.93,1814.18,2232.13
217,1805.93,1822.26,2778.42
218,1805.93,1818.12,2696.68
219,1805.93,1842.02,2642.46
220,1805.93,1814.26,2664.49
221,1805.93,1817.34,2589.72
222,1805.93,1809.95,2408.42
223,1805.93,1812.42,2657.15
224,1805.93,1815.53,2633.61
225,1805.93,1809.85,2246.23
226,1805.93,1813.60,2638.88
227,1805.93,1814.67,2712.33
228,1805.93,1814.32,2589.72
229,1805.93,1811.43,2455.97
230,1805.93,1812.05,2539.06
231,1805.93,1810.71,2583.69
232,1805.93,1815.14,2718.89
233,1805.93,1809.77,2429.73
234,1805.93,1812.75,2508.49
235,1805.93,1813.83,2523.27
236,1805.93,1811.82,2494.81
237,1805.93,1811.67,2590.96
238,1805.93,1814.76,2612.97
239,1804.92,1813.60,2516.26
240,1804.92,1812.76,2523.52
241,1791.04,1814.77,2655.17
242,1791.04,1814.96,2538.05
243,1788.31,1816.10,2569.02
244,1788.31,1812.23,2614.99
245,1788.31,1800.05,2573.85
246,1788.31,1799.72,2633.82
247,1788.31,1794.81,2442.14
248,1788.31,1792.68,2677.75
249,1788.31,1794.62,2403.56
250,1788.31,1796.97,2748.28
251,1780.42,1791.36,2246.09
252,1776.37,1799.63,2671.37
253,1776.37,1808.75,2603.93
254,1776.37,1847.92,2675.78
255,1776.37,1836.70,2681.31
256,1776.37,1785.31,2572.95
257,1776.37,1779.62,2172.56
258,1776.37,1784.14,2334.58
259,1776.37,1784.40,2693.41
260,1776.37,1783.69,2527.19
261,1776.37,1783.39,2475.80
262,1776.37,1779.19,2110.16
263,1776.37,1781.78,2271.51
264,1776.37,1787.47,2634.68
265,1776.37,1785.41,2673.41
266,1776.37,1784.58,2718.71
267,1776.37,1782.21,2538.92
268,1776.37,1784.42,2570.57
269,1776.37,1781.54,2407.76
270,1776.37,1779.57,2110.90
271,1776.37,1783.27,2744.77
272,1776.37,1782.81,2613.93
273,1776.37,1781.13,2530.42
274,1776.37,1782.43,2538.92
275,1776.37,1781.60,2535.50
276,1776.37,1784.78,2684.09
277,1776.37,1784.74,2469.46
278,1776.37,1784.37,2627.76
279,1776.37,1782.36,2496.66
280,1776.37,1782.62,2482.21
281,1776.37,1783.98,2733.81
282,1776.37,1784.55,2744.77
283,1776.37,1785.34,2733.81
284,1776.37,1785.14,2469.34
285,1776.37,1780.07,2366.04
286,1776.37,1781.23,2236.46
287,1776.37,1783.62,2561.52
288,1776.37,1782.37,2733.81
289,1776.37,1782.31,2662.95
290,1776.37,1780.86,2283.23
291,1776.37,1783.04,2663.69
292,1776.37,1782.92,2653.80
293,1776.37,1784.64,2707.77
294,1776.37,1784.69,2613.06
295,1776.37,1780.36,2122.07
296,1776.37,1780.14,2154.13
297,1776.37,1782.99,2433.23
298,1776.37,1780.12,2199.70
299,1776.37,1780.33,2276.79
300,1776.37,1782.07,2413.17
301,1776.37,1780.83,2189.87
302,1776.37,1783.85,2684.09
303,1776.37,1781.03,2533.98
304,1776.37,1780.15,2354.54
305,1776.37,1786.54,2617.58
306,1776.37,1782.37,2608.07
307,1776.37,1781.79,2299.71
308,1776.37,1784.06,2688.83
309,1776.37,1782.30,2365.62
310,1776.37,1781.26,2619.59
311,1776.37,1784.13,2629.79
312,1776.37,1785.32,2619.59
313,1776.37,1783.65,2629.79
314,1776.37,1789.50,2623.10
315,1776.37,1783.46,2600.16
316,1776.37,1782.73,2455.61
317,1776.37,1784.83,2707.77
318,1776.37,1780.51,2354.54
319,1776.37,1784.63,2684.09
320,1776.37,1785.59,2670.64
321,1776.37,1784.61,2613.06
322,1776.37,1784.05,2570.06
323,1776.37,1785.01,2663.69
324,1776.37,1783.47,2733.81
325,1776.37,1782.04,2320.26
326,1776.37,1783.47,2423.53
327,1776.37,1780.28,2273.72
328,1776.37,1781.38,2523.39
329,1776.37,1783.21,2542.21
330,1776.37,1787.42,2613.93
331,1776.37,1781.37,2530.70
332,1773.83,1784.40,2386.72
333,1773.83,1784.12,2616.21
334,1773.83,1789.43,2665.62
335,1773.83,1784.92,2576.91
336,1773.83,1781.24,2549.81
337,1773.83,1782.13,2597.62
338,1773.83,1782.25,2690.87
339,1773.83,1785.10,2615.42
340,1773.83,1779.80,2630.72
341,1773.83,1779.40,2549.81
342,1773.83,1784.44,2654.14
343,1773.83,1779.79,2399.83
344,1773.83,1778.88,2558.98
345,1773.83,1779.93,2347.81
346,1773.83,1777.18,2363.50
347,1773.83,1784.06,2735.75
348,1773.83,1777.11,2184.60
349,1773.83,1781.58,2504.81
350,1773.83,1777.91,2466.92
351,1773.83,1781.33,2735.75
352,1773.83,1779.55,2613.67
353,1773.83,1780.38,2667.78
354,1773.83,1778.72,2681.55
355,1773.83,1778.54,2513.80
356,1773.83,1778.85,2355.92
357,1773.83,1780.96,2632.14
358,1773.83,1777.79,2731.27
359,1773.83,1781.29,2670.87
360,1773.83,1783.39,2669.53
361,1773.83,1780.51,2731.27
362,1773.83,1779.32,2541.56
363,1773.83,1780.63,2742.23
364,1773.83,1782.68,2546.81
365,1773.83,1784.92,2503.07
366,1773.83,1778.11,2259.78
367,1773.83,1781.17,2399.83
368,1761.80,1783.54,2576.34
369,1761.80,1782.31,2492.91
370,1761.80,1784.82,2399.83
371,1761.80,1832.83,2651.26
372,1761.80,1800.61,2532.96
373,1761.80,1769.81,2724.63
374,1761.40,1767.81,2645.59
375,1761.40,1768.55,2539.41
376,1761.40,1768.42,2475.59
377,1761.40,1770.17,2408.20
378,1761.40,1767.80,2400.41
379,1761.40,1770.83,2473.07
380,1761.40,1767.42,2249.45
