Generation,Best,Average,Worst
0,3028.02,3561.18,4116.73
1,2905.55,3485.77,4052.55
2,2905.55,3412.85,3979.35
3,2788.92,3358.99,3945.91
4,2788.92,3314.59,3961.76
5,2788.92,3271.01,3856.04
6,2767.70,3241.82,3808.14
7,2744.68,3214.42,3778.15
8,2649.46,3172.99,3681.32
9,2649.46,3148.17,3687.72
10,2522.71,3132.86,3783.31
11,2522.71,3103.47,3768.74
12,2461.08,3079.75,3628.90
13,2461.08,3053.64,3583.06
14,2453.34,3027.25,3702.15
15,2453.34,2994.03,3685.74
16,2380.67,2978.05,3882.05
17,2302.07,2942.84,3470.80
18,2302.07,2920.17,3620.71
19,2302.07,2891.46,3443.36
20,2302.07,2858.59,3438.85
21,2302.07,2836.94,3514.15
22,2302.07,2808.27,3443.07
23,2255.58,2789.58,3617.22
24,2255.58,2768.06,3336.06
25,2240.16,2714.36,3427.24
26,2240.16,2649.63,3330.64
27,2240.16,2551.92,3258.38
28,2226.78,2448.87,3179.79
29,2222.69,2427.30,3278.33
30,2222.69,2429.56,3186.22
31,2205.73,2434.63,3229.81
32,2191.35,2430.93,3150.72
33,2177.30,2406.36,3178.66
34,2150.48,2357.86,3134.55
35,2150.48,2300.82,3201.70
36,2149.99,2254.24,3109.35
37,2137.02,2217.57,2908.09
38,2137.02,2192.06,2670.50
39,2119.19,2181.95,2935.59
40,2104.71,2172.88,2777.75
41,2097.20,2170.83,2787.46
42,2090.97,2156.16,2894.29
43,2079.37,2137.05,2962.61
44,2061.54,2134.09,2814.91
45,2049.31,2117.05,2871.15
46,2047.83,2115.09,2764.02
47,2045.57,2110.01,2743.50
48,2044.15,2082.66,2829.14
49,2025.85,2070.08,2691.40
50,2020.35,2067.18,2755.90
51,2010.66,2068.28,2709.62
52,2010.16,2074.91,2709.62
53,1999.61,2087.56,2748.19
54,1999.61,2090.52,2833.31
55,1991.94,2106.02,2807.86
56,1991.45,2106.09,2811.83
57,1984.56,2033.05,2685.73
58,1984.56,2008.18,2643.60
59,1984.56,2007.60,2595.79
60,1984.56,2009.24,2610.67
61,1984.56,2013.80,2565.63
62,1982.52,1997.81,2516.70
63,1982.52,1993.05,2677.58
64,1982.52,1998.03,2738.20
65,1982.52,2012.16,2677.58
66,1982.52,2054.13,2865.55
67,1982.52,2060.24,2854.88
68,1979.99,1994.66,2704.56
69,1979.99,1987.92,2611.12
70,1979.99,1987.59,2569.45
71,1976.72,1989.98,2527.97
72,1926.52,1989.33,2724.24
73,1926.52,1991.92,2571.92
74,1926.52,1991.53,2639.13
75,1879.26,2008.26,2648.02
76,1876.86,2006.26,2652.25
77,1876.86,1969.56,2781.41
78,1874.28,1959.81,2719.02
79,1874.28,1909.47,2638.05
80,1874.28,1907.97,2629.12
81,1871.73,1919.99,2671.95
82,1871.73,1933.71,2671.95
83,1871.73,1919.25,2632.93
84,1870.60,1945.32,2707.62
85,1869.30,1969.92,2714.75
86,1858.34,1981.97,2714.75
87,1858.34,1967.10,2829.70
88,1856.00,1951.99,2717.14
89,1853.45,1936.20,2819.79
90,1852.34,1934.24,2870.85
91,1852.34,1926.77,2898.86
92,1852.34,1953.29,2973.21
93,1849.93,1899.66,2850.01
94,1849.93,1868.80,2878.64
95,1849.93,1875.00,2824.39
96,1849.62,1863.76,2505.74
97,1849.62,1857.61,2867.78
98,1849.62,1856.14,2837.90
99,1849.43,1861.11,2783.40
100,1843.75,1861.40,2886.04
101,1843.75,1858.42,2976.76
102,1842.52,1867.73,2996.00
103,1833.22,1896.18,2927.71
104,1833.22,1921.40,2928.03
105,1833.22,1937.73,2987.22
106,1833.22,1934.66,2931.86
107,1833.22,1957.17,2924.77
108,1833.22,1944.76,2967.18
109,1816.07,1912.08,2795.87
110,1808.99,1914.19,2792.19
111,1808.86,1931.46,2791.62
112,1793.73,1950.69,2802.63
113,1779.23,1928.82,2913.86
114,1771.96,1905.64,2720.13
115,1771.96,1888.75,2852.62
116,1768.28,1857.60,2835.40
117,1768.28,1814.80,2851.67
118,1768.28,1814.12,2803.81
119,1768.28,1791.77,2704.98
120,1766.16,1781.77,2779.52
121,1766.16,1774.09,2487.57
122,1766.16,1780.24,2802.20
123,1762.48,1783.03,2725.69
124,1762.48,1804.84,2810.82
125,1762.48,1827.10,2590.36
126,1762.48,1823.67,2758.15
127,1762.48,1781.93,2772.84
128,1762.48,1769.66,2514.24
129,1762.48,1770.78,2563.12
130,1751.74,1772.51,2675.78
131,1751.74,1771.83,2646.39
132,1751.74,1769.59,2194.94
133,1748.15,1779.73,2621.77
134,1728.57,1805.62,2558.00
135,1728.57,1820.02,2732.82
136,1724.99,1766.72,2447.71
137,1724.99,1772.79,2637.01
138,1724.99,1754.95,2625.98
139,1724.99,1736.06,2626.68
140,1723.09,1733.18,2741.21
141,1723.09,1733.73,2746.82
142,1723.09,1741.46,2747.44
143,1723.09,1759.33,2747.44
144,1706.68,1773.69,2747.44
145,1706.68,1813.99,2763.95
146,1706.68,1788.36,2747.44
147,1704.62,1760.74,2715.33
148,1704.62,1780.27,2647.92
149,1704.62,1771.10,2742.99
150,1704.62,1717.86,2617.08
151,1704.62,1715.08,2598.83
152,1693.78,1709.04,2158.56
153,1693.78,1715.03,2733.76
154,1693.78,1719.01,2577.17
155,1693.78,1733.47,2636.85
156,1693.78,1758.39,2636.85
157,1693.25,1763.10,2658.01
158,1693.25,1713.15,2552.48
159,1693.25,1698.85,2292.78
160,1693.25,1696.38,2428.63
161,1693.25,1700.41,2521.49
162,1693.25,1700.11,2289.14
163,1693.25,1701.00,2341.56
164,1693.25,1699.91,2428.10
165,1693.25,1698.26,2411.87
166,1693.25,1700.44,2530.34
167,1693.25,1701.77,2561.79
168,1693.25,1701.30,2632.80
169,1693.25,1699.66,2218.79
170,1693.25,1700.71,2702.89
171,1693.25,1700.35,2399.07
172,1691.97,1701.88,2701.99
173,1691.97,1702.61,2508.43
174,1691.97,1705.37,2772.86
175,1691.97,1738.82,2701.99
176,1691.97,1793.56,2673.26
177,1691.97,1791.98,2823.35
178,1687.26,1708.40,2645.32
179,1687.26,1700.00,2645.04
180,1687.26,1699.59,2674.64
181,1683.05,1705.86,2608.93
182,1683.05,1710.23,2736.08
183,1683.05,1704.38,2757.90
184,1683.05,1700.62,2730.57
185,1683.05,1690.38,2712.39
186,1683.05,1686.69,1970.60
187,1683.05,1687.96,2362.72
188,1683.05,1689.45,2241.34
189,1682.91,1692.45,2541.64
190,1682.64,1691.52,2482.68
191,1682.64,1692.21,2379.13
192,1679.88,1697.15,2691.72
193,1679.88,1712.35,2668.90
194,1669.48,1734.78,2527.21
195,1668.94,1737.30,2653.59
196,1665.82,1704.35,2637.29
197,1665.77,1707.99,2648.13
198,1665.77,1746.38,2717.91
