Generation,Best,Average,Worst
0,2954.97,3471.32,4032.04
1,2928.57,3315.45,3807.19
2,2928.57,3164.83,3684.96
3,2858.79,3040.11,3464.29
4,2858.79,3016.02,3390.87
5,2858.79,3006.35,3444.35
6,2835.40,2953.77,3348.10
7,2827.30,2865.86,3047.70
8,2773.77,2866.53,3238.86
9,2763.61,2841.39,3073.40
10,2701.97,2826.17,3127.35
11,2645.71,2773.65,3013.96
12,2645.71,2751.08,3048.39
13,2616.74,2762.24,3132.62
14,2596.43,2725.99,3111.93
15,2596.43,2711.12,3068.98
16,2569.80,2707.98,3067.28
17,2569.80,2667.36,3073.50
18,2569.80,2601.63,3035.31
19,2569.80,2578.85,2765.24
20,2562.51,2579.51,2833.41
21,2553.57,2589.33,2893.31
22,2536.66,2601.45,2974.51
23,2486.11,2614.16,2999.82
24,2486.11,2633.61,3095.34
25,2480.06,2609.16,3107.41
26,2480.06,2603.35,3054.33
27,2469.51,2531.05,2909.86
28,2439.96,2519.85,2822.86
29,2439.96,2508.90,3010.30
30,2413.53,2519.63,3105.62
31,2406.71,2492.35,2938.87
32,2380.88,2477.95,2898.06
33,2380.28,2524.04,3175.39
34,2357.33,2520.25,3066.89
35,2357.33,2501.46,3106.08
36,2357.33,2475.65,3060.99
37,2357.33,2378.95,2782.63
38,2357.33,2379.11,3099.53
39,2357.33,2372.62,2662.80
40,2343.64,2366.14,2582.58
41,2343.64,2376.20,2733.91
42,2343.64,2394.08,2847.52
43,2329.60,2376.63,2816.37
44,2329.60,2373.27,2896.80
45,2329.60,2393.31,2941.11
46,2301.14,2344.05,2760.63
47,2301.14,2339.00,2585.11
48,2301.14,2334.69,2846.27
49,2288.02,2322.82,2942.83
50,2288.02,2369.72,3200.30
51,2283.75,2375.72,2861.94
52,2282.67,2360.81,2947.77
53,2270.64,2362.06,3007.00
54,2267.58,2393.68,2916.34
55,2255.78,2339.28,2815.96
56,2248.27,2342.65,2895.21
57,2248.27,2296.85,2742.37
58,2206.20,2292.03,2902.77
59,2184.64,2283.16,3033.76
60,2184.64,2286.90,2756.64
61,2184.64,2264.56,2822.11
62,2182.86,2203.61,2782.04
63,2154.76,2212.68,2834.53
64,2152.98,2207.43,2773.02
65,2152.98,2174.36,2474.47
66,2112.20,2169.68,2779.36
67,2110.43,2185.57,2681.80
68,2110.43,2192.01,2841.09
69,2110.43,2151.31,3056.74
70,2110.43,2136.78,2553.58
71,2110.43,2125.26,2604.42
72,2110.43,2118.98,2442.61
73,2110.43,2138.20,2758.25
74,2110.43,2134.57,2675.79
75,2110.43,2146.91,2770.14
76,2110.43,2135.81,2949.64
77,2110.43,2129.71,2617.04
78,2110.43,2119.30,2493.38
79,2087.60,2120.07,2509.75
80,2087.60,2178.19,2870.54
81,2087.60,2225.58,2628.07
82,2087.60,2116.73,2719.70
83,2068.09,2111.55,2530.70
84,2056.42,2151.60,2816.23
85,2036.91,2245.71,2916.51
86,2036.91,2207.23,2796.19
87,2036.91,2138.98,2792.06
88,2036.91,2071.83,2777.41
89,2036.91,2065.58,2605.97
90,2036.91,2047.37,2474.54
91,2036.91,2059.66,2696.75
92,2036.91,2068.12,2658.16
93,2036.91,2047.52,2687.98
94,2036.91,2048.67,2552.33
95,2036.91,2059.70,2677.51
96,2036.91,2056.92,2612.55
97,2036.91,2056.77,2422.55
98,2036.91,2064.62,2725.89
99,2036.91,2074.88,2750.14
100,2036.91,2071.30,2725.89
101,2036.91,2073.31,2606.77
102,2031.10,2055.27,2556.52
103,2031.10,2057.72,2628.06
104,2022.69,2065.80,2628.06
105,2022.69,2109.01,2804.37
106,2022.69,2056.91,2501.88
107,2022.69,2046.78,2637.48
108,2022.69,2046.18,2435.89
109,2022.69,2061.21,2693.10
110,2006.58,2051.41,2642.72
111,2006.58,2087.20,2682.93
112,2006.58,2105.97,2657.25
113,2003.89,2023.32,2570.11
114,2003.89,2066.44,2648.92
115,2003.89,2153.04,2947.67
116,2003.89,2062.35,2606.83
117,2003.89,2020.10,2466.05
118,2003.89,2028.36,2637.18
119,2003.89,2025.97,2571.23
120,2003.89,2015.81,2257.17
121,2003.89,2029.81,2905.74
122,2003.89,2033.03,2880.11
123,2003.89,2034.56,2869.16
124,1995.68,2018.81,2283.26
125,1995.68,2036.13,2503.76
126,1995.68,2023.17,2603.55
127,1995.68,2010.51,2470.66
128,1995.68,2006.83,2484.83
129,1995.68,2043.43,2748.65
130,1995.68,2029.34,2755.12
131,1995.68,2012.09,2525.44
132,1991.97,2042.37,2979.60
133,1991.97,2056.45,2749.55
134,1991.97,2037.87,2711.43
135,1989.32,2089.67,2705.11
136,1989.32,2014.68,2645.69
137,1989.32,2019.97,2743.93
138,1989.32,2000.67,2302.68
139,1989.32,2034.37,2917.92
140,1987.94,2003.99,2675.02
141,1987.94,2027.76,2744.15
142,1987.94,2017.52,2696.70
143,1982.55,2006.52,2630.19
