Generation,Best,Average,Worst
0,3065.09,3590.47,4204.64
1,2909.94,3512.53,3980.61
2,2909.94,3463.03,4033.31
3,2883.64,3411.12,3980.75
4,2876.21,3368.77,4015.77
5,2846.32,3335.89,3965.75
6,2846.32,3301.35,3886.18
7,2846.32,3275.91,3856.02
8,2752.08,3247.78,3788.13
9,2752.08,3233.37,3843.29
10,2752.08,3206.61,3711.57
11,2590.58,3182.82,3702.56
12,2590.58,3162.65,3739.55
13,2590.58,3136.14,3804.44
14,2590.58,3123.10,3764.70
15,2590.58,3123.30,3660.60
16,2590.58,3104.76,3742.78
17,2590.58,3082.35,3692.95
18,2589.14,3065.03,3712.69
19,2519.14,3053.42,3760.52
20,2519.14,3011.46,3658.85
21,2511.51,2985.76,3721.36
22,2489.85,2967.45,3603.13
23,2489.85,2948.59,3579.66
24,2316.21,2920.88,3416.52
25,2316.21,2911.94,3500.30
26,2316.21,2902.97,3522.02
27,2316.21,2884.04,3437.95
28,2316.21,2866.98,3564.13
29,2316.21,2851.97,3470.16
30,2303.37,2841.03,3550.03
31,2303.37,2828.79,3396.16
32,2303.37,2820.75,3432.13
33,2199.72,2798.50,3535.54
34,2199.72,2788.98,3469.63
35,2199.72,2757.58,3382.21
36,2199.72,2728.55,3263.91
37,2161.07,2714.45,3315.14
38,2161.07,2693.74,3409.71
39,2161.07,2672.53,3238.89
40,2151.10,2666.44,3235.20
41,2013.17,2661.89,3241.75
42,2013.17,2659.10,3190.98
43,2013.17,2637.55,3210.23
44,2013.17,2635.30,3239.39
45,2013.17,2626.21,3352.33
46,2013.17,2607.04,3363.50
47,2013.17,2592.45,3196.82
48,2013.17,2573.11,3233.56
49,2013.17,2547.94,3196.04
50,2013.17,2538.48,3208.40
51,2006.27,2514.26,3154.73
52,2006.27,2487.46,3087.79
53,2006.27,2479.74,2981.27
54,1992.23,2460.01,3130.98
55,1992.23,2437.67,3091.09
56,1962.09,2407.57,3026.66
57,1932.56,2399.60,3040.14
58,1932.56,2363.34,2930.45
59,1932.56,2343.28,2836.42
60,1932.56,2323.15,2961.88
