Generation,Best,Average,Worst
0,3157.94,3568.25,4059.52
1,3100.95,3436.59,3883.56
2,3002.68,3319.45,3737.18
3,2971.96,3277.80,3741.63
4,2971.96,3227.09,3644.61
5,2932.30,3183.65,3771.76
6,2920.14,3102.26,3630.28
7,2920.14,3050.19,3574.77
8,2879.28,2967.52,3327.75
9,2879.28,2940.88,3209.43
10,2776.55,2914.09,3166.18
11,2776.55,2880.20,3126.99
12,2775.98,2845.74,3277.07
13,2725.07,2797.16,3121.62
14,2725.07,2783.85,3085.42
15,2708.75,2770.76,3175.03
16,2708.75,2752.91,3263.97
17,2657.55,2731.82,3034.79
18,2657.55,2760.00,3255.62
19,2657.55,2732.91,3154.12
20,2657.55,2728.55,3209.05
21,2657.55,2676.92,3154.12
22,2657.55,2658.06,2708.36
23,2657.55,2665.22,3240.52
24,2656.59,2660.40,2944.08
25,2647.99,2660.75,2993.09
26,2647.99,2685.56,3087.71
27,2647.03,2672.55,2932.06
28,2647.03,2715.93,3293.15
29,2637.23,2693.55,3045.71
30,2637.23,2660.10,3003.13
31,2637.23,2644.60,2854.72
32,2637.23,2637.78,2664.51
33,2637.23,2640.95,3008.61
34,2637.23,2641.88,2914.81
35,2637.23,2638.45,2758.74
36,2637.23,2643.91,3188.12
37,2637.23,2648.52,3119.98
38,2637.23,2639.66,2805.08
39,2637.23,2640.71,2932.90
40,2635.92,2646.58,3061.00
41,2619.90,2648.52,3114.22
42,2619.90,2662.01,2875.83
43,2619.90,2673.43,2932.48
44,2619.90,2632.15,2879.23
45,2598.66,2626.40,2951.75
46,2598.66,2626.83,2961.89
47,2598.66,2636.13,3100.74
48,2598.15,2606.99,2955.06
49,2598.15,2605.99,2782.08
50,2598.15,2618.76,2846.84
51,2598.15,2614.08,3115.56
52,2598.15,2598.15,2598.15
53,2575.24,2602.16,2825.49
54,2575.24,2604.51,3050.89
55,2564.70,2601.21,2883.91
56,2564.70,2588.35,3083.27
57,2507.26,2577.65,2832.42
58,2507.26,2582.22,3009.80
59,2507.26,2568.38,2957.31
60,2489.64,2551.82,3025.71
61,2489.64,2510.14,2651.87
62,2474.93,2504.34,2552.23
63,2466.45,2511.05,2681.12
64,2441.23,2512.10,2915.44
65,2432.76,2486.34,2712.39
66,2432.76,2485.35,3030.86
67,2428.50,2451.68,2679.95
68,2398.80,2451.59,2631.72
69,2370.63,2463.89,2691.56
70,2370.63,2471.74,2764.71
71,2368.02,2441.19,2858.42
72,2368.02,2384.28,2748.29
73,2368.02,2372.81,2688.19
74,2368.02,2372.07,2542.67
75,2354.19,2372.85,2748.83
76,2354.19,2367.46,2368.02
77,2354.19,2379.17,2914.02
78,2354.19,2368.98,2849.03
79,2354.19,2358.52,2540.90
80,2352.96,2361.95,2949.32
81,2352.96,2371.35,2817.38
82,2352.96,2397.83,2889.74
83,2347.57,2414.64,3115.39
84,2347.57,2419.49,2941.52
85,2347.57,2395.46,2823.29
86,2347.57,2413.19,2791.87
87,2347.57,2394.21,2806.24
88,2347.57,2351.30,2661.17
89,2346.26,2347.56,2347.57
90,2346.26,2351.14,2503.74
