Generation,Best,Average,Worst
0,3057.96,3596.57,4084.50
1,3026.87,3535.49,3984.42
2,2934.76,3492.05,4070.71
3,2806.85,3441.48,3941.54
4,2806.85,3400.89,3869.77
5,2806.85,3342.70,3831.39
6,2752.45,3312.63,3955.56
7,2752.35,3309.88,3848.63
8,2752.35,3278.21,3875.83
9,2752.35,3260.60,3729.44
10,2752.35,3234.81,3760.01
11,2712.79,3181.97,3812.81
12,2693.90,3163.31,3624.96
13,2693.90,3130.91,3825.10
14,2693.90,3118.21,3590.14
15,2621.64,3104.19,3641.34
16,2621.64,3083.60,3601.04
17,2585.32,3053.96,3602.54
18,2585.32,3046.97,3561.31
19,2585.32,3031.50,3534.71
20,2585.32,3019.59,3543.17
21,2581.59,3023.76,3798.12
22,2506.23,3017.77,3491.13
23,2506.23,3003.60,3606.61
24,2481.15,2984.41,3599.33
25,2481.15,2960.42,3441.91
26,2464.25,2972.95,3534.28
27,2464.25,2939.06,3427.20
28,2430.58,2917.29,3345.82
29,2430.58,2925.15,3396.33
30,2430.58,2905.88,3416.60
31,2403.56,2911.62,3467.29
32,2403.56,2901.60,3464.77
33,2403.56,2896.11,3484.07
34,2403.56,2914.37,3547.09
35,2403.56,2897.15,3554.95
36,2403.56,2879.39,3513.09
37,2403.56,2880.88,3422.31
38,2370.73,2883.08,3376.87
39,2358.52,2859.55,3405.47
40,2336.02,2875.87,3334.99
41,2333.23,2860.07,3362.03
42,2333.23,2851.43,3370.86
43,2332.73,2837.50,3377.91
44,2332.73,2837.18,3523.07
45,2332.73,2861.82,3412.86
46,2313.05,2850.73,3437.72
47,2313.05,2863.67,3474.08
48,2313.05,2873.86,3526.93
49,2313.05,2855.11,3453.11
50,2313.05,2857.10,3480.21
51,2313.05,2840.03,3407.00
52,2313.05,2824.12,3497.16
53,2271.44,2792.68,3285.44
54,2228.58,2764.59,3317.28
55,2206.86,2749.22,3392.64
56,2206.86,2734.36,3317.53
57,2206.86,2730.07,3314.26
58,2206.86,2718.59,3383.59
59,2206.86,2716.54,3288.69
60,2206.86,2712.51,3259.12
61,2206.86,2698.47,3239.29
62,2206.86,2701.66,3268.47
63,2206.86,2680.26,3114.19
64,2158.61,2668.74,3172.31
65,2158.61,2655.40,3229.63
66,2158.61,2643.52,3104.15
67,2158.61,2634.50,3112.09
68,2158.61,2633.48,3172.29
69,2158.61,2619.42,3151.92
70,2158.61,2628.49,3326.90
71,2115.38,2627.42,3149.43
72,2115.38,2632.70,3107.94
73,2115.38,2637.82,3166.64
74,2115.38,2639.49,3259.83
75,2115.38,2640.57,3164.29
76,2115.38,2661.74,3238.33
77,2115.38,2639.99,3319.49
78,2115.38,2620.46,3214.40
79,2078.99,2591.85,3133.34
80,2078.99,2591.36,3245.65
81,2078.99,2583.59,3202.98
82,2078.99,2540.25,3096.46
83,2078.99,2538.09,2965.60
84,2078.99,2519.82,3056.20
85,2048.74,2521.95,3110.12
86,2048.74,2505.55,3096.53
87,2048.74,2505.93,3057.93
88,2048.74,2498.94,3090.46
89,2048.74,2492.67,2957.07
90,2048.74,2501.15,3149.67
91,2048.74,2482.34,3218.59
92,2048.74,2467.81,2966.23
93,2048.74,2460.59,3026.05
94,2042.42,2455.93,3384.21
95,2042.42,2418.33,3090.62
96,2042.42,2419.95,2986.13
97,2042.42,2416.57,3000.32
98,2015.95,2412.61,2938.80
99,2015.95,2432.36,2969.08
100,2015.95,2420.32,2995.16
101,2015.95,2421.41,2998.54
102,2015.95,2428.45,3025.60
103,2015.95,2447.84,3003.20
104,2015.95,2452.46,3002.12
105,2015.95,2458.74,2894.36
106,2015.95,2465.38,3010.48
107,2015.95,2473.97,3017.76
108,2015.95,2469.93,2936.60
109,2015.95,2447.97,2869.22
110,2015.95,2427.99,2927.21
111,2005.18,2418.70,3071.28
112,2005.18,2397.67,2961.97
113,2005.18,2378.28,2859.17
114,1998.49,2386.90,2900.17
115,1992.12,2388.78,2840.20
116,1992.12,2359.40,2908.88
117,1992.12,2353.44,2869.39
118,1966.39,2338.14,2865.00
119,1966.39,2320.17,2902.64
120,1966.39,2308.80,2797.87
121,1948.53,2299.74,2799.55
122,1948.53,2299.53,2856.82
123,1946.21,2286.68,2824.56
124,1946.21,2269.05,3123.66
125,1934.56,2258.51,2776.52
126,1934.56,2245.54,2788.12
127,1934.56,2202.16,2809.59
128,1911.68,2185.32,2803.62
129,1911.68,2173.02,2720.48
130,1907.79,2150.98,2853.08
131,1907.79,2104.52,2799.56
132,1904.45,2058.62,2615.60
133,1888.04,2032.62,2610.85
134,1888.04,2007.90,2511.65
135,1883.16,1983.70,2608.17
136,1874.72,1972.37,2581.93
137,1859.51,1957.88,2624.20
138,1854.16,1949.25,2533.08
139,1844.43,1938.25,2391.49
140,1844.43,1929.00,2582.54
141,1840.53,1921.81,2399.23
142,1839.13,1909.07,2509.50
143,1835.27,1900.84,2518.45
144,1826.84,1895.29,2400.98
145,1821.99,1912.77,2409.29
146,1821.99,1911.50,2419.68
147,1820.05,1924.03,2514.48
148,1820.05,1935.36,2586.56
149,1820.05,1932.31,2466.34
150,1817.32,1910.48,2455.29
151,1817.32,1895.33,2399.03
152,1812.04,1883.08,2413.40
153,1812.04,1869.14,2481.11
154,1809.30,1844.50,2549.49
155,1809.30,1845.54,2356.40
156,1809.30,1851.93,2472.56
157,1809.30,1861.14,2448.77
158,1804.83,1858.01,2448.96
159,1801.31,1852.91,2344.25
160,1801.31,1841.80,2360.12
161,1801.31,1828.97,2297.69
162,1801.31,1830.43,2235.39
163,1785.18,1831.07,2347.77
164,1783.63,1834.88,2463.68
165,1783.63,1827.06,2372.48
166,1780.90,1823.67,2171.89
167,1775.13,1836.72,2430.97
168,1775.13,1831.31,2492.72
169,1775.13,1840.65,2462.37
170,1773.50,1826.30,2479.58
171,1773.50,1823.32,2406.00
172,1773.50,1819.79,2438.75
173,1773.50,1805.05,2412.96
174,1760.46,1800.34,2640.37
175,1760.46,1794.20,2403.20
176,1758.94,1795.32,2238.53
177,1758.94,1798.06,2306.06
178,1758.94,1794.56,2269.22
179,1758.94,1789.82,2219.49
180,1758.94,1785.47,2224.50
181,1758.94,1779.30,2243.52
182,1758.94,1775.11,2343.76
183,1756.45,1775.99,2220.08
184,1756.45,1778.08,2203.27
185,1753.89,1770.99,2313.65
186,1732.59,1783.20,2382.49
187,1730.11,1778.90,2243.54
188,1730.11,1776.64,2291.50
189,1727.55,1778.28,2310.18
190,1726.73,1775.57,2247.40
191,1724.17,1771.40,2239.48
192,1724.17,1771.97,2351.46
193,1724.17,1753.56,2210.72
194,1724.17,1741.23,2186.60
195,1724.17,1749.73,2267.49
196,1724.17,1740.32,2253.32
197,1724.17,1742.92,2274.25
198,1714.70,1740.54,2293.27
199,1714.70,1742.52,2126.46
