Generation,Best,Average,Worst
0,3146.19,3567.19,4098.64
1,3037.80,3442.45,3939.58
2,3037.80,3338.22,3799.15
3,2985.20,3269.94,3910.85
4,2766.70,3169.96,3762.32
5,2766.70,3081.64,3685.02
6,2675.48,3000.51,3410.29
7,2675.48,2922.81,3511.49
8,2656.28,2819.74,3308.14
9,2645.38,2759.85,3308.12
10,2638.71,2712.52,3153.45
11,2580.21,2686.06,3172.57
12,2561.45,2668.29,3094.19
13,2561.45,2633.01,2932.54
14,2561.45,2597.14,2836.18
15,2501.63,2590.93,2943.21
16,2501.63,2562.24,2715.50
17,2465.72,2556.95,3036.65
18,2465.72,2534.26,2949.31
19,2465.72,2516.04,2991.58
20,2464.21,2511.48,2888.39
21,2464.21,2478.28,2859.67
22,2455.16,2491.18,2822.17
23,2455.16,2504.53,2985.67
24,2455.16,2506.42,2863.29
25,2455.16,2531.33,2957.86
26,2455.16,2470.02,2869.74
27,2455.16,2457.03,2538.09
28,2455.16,2455.77,2516.77
29,2455.16,2462.49,2840.19
30,2455.16,2456.96,2635.68
31,2455.16,2457.37,2676.76
32,2454.76,2457.09,2603.73
33,2411.31,2457.34,2593.13
34,2411.31,2460.48,2707.47
35,2410.92,2469.62,2851.75
36,2398.60,2430.74,2799.38
37,2314.84,2419.28,2888.91
38,2311.59,2429.58,2854.18
39,2311.59,2378.82,2846.66
40,2311.59,2329.40,2792.72
41,2311.59,2317.58,2585.68
42,2311.59,2313.81,2444.67
43,2311.59,2311.59,2311.59
44,2311.59,2313.16,2440.04
45,2311.59,2315.34,2523.80
46,2283.41,2315.57,2703.63
47,2283.41,2321.89,2709.48
48,2283.41,2313.33,2592.10
49,2275.98,2300.11,2636.87
50,2275.98,2293.46,2602.88
51,2275.98,2290.80,2722.43
52,2275.98,2296.68,2640.18
53,2275.98,2276.89,2348.10
54,2275.98,2282.16,2576.97
55,2275.98,2288.17,2687.97
56,2275.98,2281.64,2797.26
57,2247.83,2279.93,2476.74
58,2247.83,2284.64,2548.54
59,2247.83,2292.00,2715.59
60,2247.83,2304.23,2680.53
61,2247.83,2261.53,2544.50
62,2247.83,2251.11,2418.98
63,2247.83,2252.87,2503.81
64,2247.83,2248.25,2289.47
65,2247.83,2252.53,2497.28
66,2239.61,2248.68,2340.98
67,2239.61,2263.22,2726.38
68,2239.61,2258.61,2632.89
69,2239.61,2291.96,2719.22
70,2239.61,2251.43,2606.31
71,2239.61,2245.21,2576.73
72,2239.61,2241.69,2448.12
73,2239.61,2250.61,2666.61
74,2239.61,2250.70,2745.31
75,2239.61,2241.63,2341.79
76,2239.61,2247.81,2517.82
77,2239.61,2242.21,2393.88
78,2239.61,2240.17,2295.48
79,2239.61,2246.85,2474.10
80,2239.61,2243.59,2420.46
81,2239.61,2246.34,2551.32
82,2239.61,2246.42,2598.62
83,2239.61,2244.51,2504.35
84,2239.61,2245.78,2687.21
85,2239.61,2245.14,2513.86
86,2239.61,2241.68,2390.07
87,2239.61,2239.61,2239.61
88,2239.61,2240.24,2275.10
89,2239.61,2242.79,2557.57
90,2239.61,2245.01,2716.56
91,2239.61,2241.48,2349.99
92,2239.61,2243.28,2561.79
93,2239.61,2241.89,2467.74
94,2239.61,2251.59,2721.28
95,2239.61,2247.88,2836.39
96,2239.61,2244.54,2648.77
97,2239.61,2254.10,2606.64
98,2239.61,2242.61,2371.86
99,2239.61,2242.06,2484.96
100,2239.61,2252.08,2680.83
101,2239.61,2240.64,2297.71
102,2239.61,2245.71,2458.98
103,2239.61,2242.33,2388.93
104,2239.61,2245.04,2551.31
105,2239.61,2244.51,2602.66
106,2239.61,2240.34,2312.65
107,2239.61,2242.19,2497.80
108,2203.77,2249.34,2642.36
109,2203.77,2241.62,2584.52
110,2203.77,2260.36,2606.80
111,2203.77,2245.10,2576.43
112,2203.77,2217.82,2577.17
113,2203.77,2203.77,2203.77
114,2203.77,2207.38,2356.42
115,2183.98,2210.41,2605.85
116,2183.98,2206.16,2495.39
117,2183.98,2197.09,2402.03
118,2183.98,2192.95,2457.73
119,2183.98,2187.14,2445.04
120,2183.98,2188.62,2346.91
121,2183.98,2187.54,2400.82
122,2183.98,2186.07,2357.46
123,2183.98,2185.37,2299.83
124,2183.98,2189.03,2397.11
125,2183.98,2188.05,2590.68
126,2183.98,2188.23,2360.66
127,2183.98,2185.37,2318.95
128,2176.27,2184.47,2240.07
129,2176.27,2191.91,2642.60
130,2159.30,2181.11,2183.98
131,2159.30,2188.30,2564.20
132,2159.30,2184.69,2556.04
133,2159.30,2177.45,2613.74
134,2159.30,2163.93,2539.64
135,2159.30,2163.05,2469.39
136,2159.30,2162.29,2287.19
137,2159.30,2163.99,2550.75
138,2159.30,2165.48,2375.50
139,2159.30,2161.78,2340.51
140,2159.30,2163.26,2405.22
141,2159.30,2162.84,2442.36
142,2159.30,2161.99,2298.65
143,2159.30,2163.95,2533.12
144,2159.30,2167.11,2494.28
145,2159.30,2162.87,2294.59
146,2159.30,2166.91,2667.73
147,2159.30,2159.30,2159.30
148,2159.30,2163.17,2451.67
149,2159.30,2159.30,2159.30
150,2159.30,2165.56,2464.33
151,2159.30,2164.96,2481.80
152,2159.30,2167.61,2392.12
153,2159.30,2159.30,2159.30
154,2159.30,2170.60,2467.66
155,2159.30,2167.58,2424.70
156,2159.30,2162.76,2403.01
157,2159.30,2160.96,2288.24
158,2159.30,2164.15,2412.72
159,2159.30,2169.71,2474.21
160,2156.16,2162.14,2326.98
161,2156.16,2166.36,2499.94
162,2156.16,2182.61,2537.62
163,2156.16,2159.80,2496.30
164,2156.16,2158.29,2369.07
165,2156.16,2165.31,2578.35
166,2156.16,2160.63,2531.93
167,2156.16,2156.76,2215.95
168,2156.16,2160.52,2303.72
169,2156.16,2160.67,2378.76
170,2156.16,2163.56,2564.70
171,2156.16,2161.49,2427.75
172,2156.16,2160.58,2397.93
173,2156.16,2161.67,2431.63
174,2156.16,2156.16,2156.16
175,2156.16,2171.07,2571.89
176,2156.16,2162.75,2347.65
177,2156.16,2157.81,2320.67
178,2156.16,2156.55,2195.37
179,2156.16,2156.82,2221.70
180,2156.16,2156.16,2156.16
181,2156.16,2157.15,2255.33
182,2156.16,2158.99,2366.43
183,2135.94,2160.19,2444.58
184,2135.94,2169.05,2531.93
185,2135.94,2180.13,2731.69
186,2135.94,2193.57,2829.29
187,2135.94,2146.70,2390.62
188,2135.94,2135.94,2135.94
189,2135.94,2138.76,2246.47
190,2135.94,2140.82,2333.53
191,2134.07,2139.85,2333.98
192,2134.07,2148.25,2681.22
