Generation,Best,Average,Worst
0,3033.59,3579.76,4306.15
1,2917.16,3473.41,4028.49
2,2901.98,3391.33,4038.11
3,2837.31,3316.27,3947.14
4,2755.06,3244.09,3807.80
5,2672.19,3177.25,3775.76
6,2672.19,3140.77,3692.47
7,2672.19,3093.96,3619.84
8,2580.86,3066.34,3606.91
9,2461.88,3029.45,3543.40
10,2461.88,2979.22,3663.99
11,2461.88,2943.95,3487.03
12,2461.88,2905.03,3581.57
13,2461.88,2881.02,3533.34
14,2461.88,2861.81,3460.99
15,2434.68,2859.44,3434.34
16,2401.35,2825.91,3362.40
17,2392.11,2810.42,3360.35
18,2352.43,2801.18,3341.29
19,2352.43,2779.88,3406.96
20,2286.48,2771.55,3420.89
21,2286.48,2759.70,3470.21
22,2286.48,2760.94,3392.64
23,2213.27,2750.83,3369.98
24,2213.27,2760.85,3288.86
25,2207.75,2748.66,3391.73
26,2207.75,2750.09,3270.58
27,2207.75,2735.50,3330.18
28,2207.75,2715.63,3328.45
29,2207.75,2697.76,3218.83
30,2162.66,2674.24,3265.65
31,2158.72,2642.33,3207.02
32,2158.72,2578.68,3381.57
33,2085.01,2493.90,3175.27
34,2085.01,2402.85,3134.35
35,2078.27,2347.92,3117.66
36,2072.67,2320.52,3077.61
37,2065.51,2327.11,3119.87
38,2021.96,2288.46,3069.77
39,2021.96,2224.73,3040.11
40,2013.91,2149.28,2856.07
41,1981.87,2121.76,2958.80
42,1981.87,2083.36,2983.06
43,1936.96,2050.88,2714.92
44,1936.96,2039.77,2757.55
45,1934.20,2033.93,2729.64
46,1914.49,2003.12,2624.20
47,1905.73,1991.34,2691.84
48,1905.31,1972.10,2700.57
49,1900.70,1967.19,2765.23
